age,gender,income,education,married,children,city,occupation,purchase_amount,most bought item,labels
33,Female,59276.64071846823,Bachelor,False,0,Patelville,Retired,93.97854221272269,lipstick,electronics beauty
64,Female,53248.831384286605,Bachelor,True,3,Lake Bradleyburgh,Artist,98.37764243920367,carpet,furniture home beauty
48,Male,39170.48803990317,High School,False,0,New Justinshire,Businessman,126.10951233542715,shirt,clothing home sports beauty books
18,Female,58824.013543781315,PhD,True,0,Port Susantown,HR,92.00137533677916,biscuits,food furniture beauty
59,Female,43545.97733473034,High School,False,1,South Kelly,Artist,92.14486488766987,carpet,home food
21,Male,44251.887415391575,Master,True,0,North Mary,Scientist,140.77516732205515,gloves,sports
54,Male,36266.02183560609,Bachelor,True,2,Griffinhaven,Housewife,82.05803437534581,biscuits,beauty furniture food
40,Female,54143.32364861283,PhD,True,3,Maryport,Retired,115.49412380783534,maggi,books furniture clothing food
18,Male,44604.8401678066,High School,False,3,South Alexis,Doctor,108.48634937923079,lipstick,electronics food sports beauty
23,Female,28079.688466389358,High School,False,0,Santiagoport,Salesman,128.02082726269714,perfume,furniture food sports beauty
37,Male,54685.005796549456,Master,False,1,East John,Unemployed,84.70651098282748,mobile,clothing electronics
33,Male,38307.75524973478,Bachelor,True,3,Davidhaven,HR,98.95695948779586,chips,food home books
62,Female,54196.97148605321,PhD,False,3,Brownhaven,Retired,90.61037680052362,sofa,home sports books
51,Male,58535.69950373172,Master,True,3,Thompsonport,Businessman,108.7609283393455,monitor,sports electronics
41,Male,66567.64549574167,High School,True,3,West Amyfort,Doctor,108.87026373484493,perfume,beauty electronics
55,Female,55536.327624024576,PhD,False,2,New Stephen,Salesman,119.92662575576819,dictionary,books furniture
21,Male,46798.14525197002,Master,False,1,East Johnmouth,Artist,106.23452906167968,laptop,electronics beauty
40,Female,48932.785377122535,Master,False,1,Woodsmouth,Retired,104.25121054913527,lipstick,furniture sports beauty
42,Female,48971.14270991375,High School,True,1,Christinashire,Scientist,139.12107018290007,table,clothing furniture
30,Female,48530.66004964723,Master,False,3,Reyesside,Doctor,122.63425951152061,maggi,food clothing books
51,Female,46159.35454786641,Master,False,0,Sanchezburgh,Artist,107.42382260357014,carpet,home sports beauty
47,Female,43016.63255485853,High School,False,0,Austinside,Businessman,75.61913317135048,cream,sports electronics furniture food beauty
26,Female,45732.05278833717,PhD,False,0,North Harryhaven,Housewife,138.39956164142174,lipstick,beauty electronics furniture sports
57,Female,48126.5179817407,Bachelor,False,0,West Sean,Scientist,104.5500708714376,novel,books food
21,Male,39625.00934458176,Master,False,1,South Patricia,Lawyer,128.181747420429,bat,electronics clothing sports
18,Female,49562.14626378223,High School,False,0,Lake Brandonmouth,Doctor,137.46715690337015,table,furniture clothing
27,Female,30102.29138905194,High School,False,3,East James,Businessman,140.17482691331958,maggi,clothing food
23,Male,51517.670416047375,High School,False,0,South Samuel,Lawyer,118.90102433702559,shoes,food clothing
59,Female,51481.458972886496,Bachelor,False,0,Michaelberg,Engineer,58.54558048407459,shoes,home clothing
38,Male,43147.80277049182,PhD,True,3,East Lisa,Businessman,93.58074462439203,gloves,sports electronics food home books
52,Female,58027.582938054424,Master,False,1,New Shannon,Housewife,92.4463079613362,cream,beauty food
45,Female,48503.859236703094,PhD,True,3,Katherinechester,HR,136.79945635350592,encyclopedia,books electronics furniture beauty
59,Male,42451.48244604557,Master,True,3,Lake Brandon,Engineer,112.5906023603631,biscuits,electronics clothing food sports
60,Female,50431.636570588445,Bachelor,True,1,West Lauraport,Lawyer,79.22696871803446,table,furniture
54,Female,53217.359196663565,High School,True,0,Port Reginald,Retired,98.19527564545031,shirt,clothing
40,Male,51511.52902179815,PhD,True,0,Johnland,HR,141.56029256402297,shoes,food furniture clothing sports
39,Female,46009.60860774928,High School,False,0,Georgemouth,Unemployed,92.91214653384199,encyclopedia,home food beauty books
36,Male,60276.9066417438,Master,False,1,East Stephanie,Doctor,101.15587068448336,sofa,sports home beauty
36,Female,42307.87715016747,PhD,True,1,Romeroburgh,HR,87.76531709466308,lipstick,beauty
19,Male,43404.12310099796,Master,False,1,North Keith,Scientist,126.46304260933087,shoes,books electronics furniture clothing sports beauty
30,Male,40618.085286739675,Master,False,0,New Wendy,Retired,117.48092779214439,monitor,electronics
29,Female,35452.399524518936,Master,False,3,Lake Johnbury,Housewife,118.77061841275203,novel,furniture books
42,Male,35369.92427364635,Master,True,0,North Jeffery,Salesman,64.95648257446953,pants,clothing
25,Male,54395.75374909397,PhD,True,0,Schmidtville,Engineer,95.62623660676054,biscuits,food clothing books
36,Female,25732.93326186289,PhD,True,1,East Kimberly,Unemployed,100.39740339372189,carpet,home
18,Male,44180.99517084494,Bachelor,False,2,South Jamesfurt,Lawyer,107.31560656368538,ball,sports
39,Male,42688.76158577064,PhD,True,3,New Kathryn,Scientist,85.21486076411912,mobile,beauty electronics furniture
42,Male,44918.975912653106,PhD,True,0,North Sarahchester,Salesman,101.35327020601873,ball,books clothing sports
48,Male,37569.84645945821,Bachelor,False,3,Michaelborough,HR,96.00961340741297,laptop,electronics
50,Male,67793.79889002843,Bachelor,False,1,North Lacey,Engineer,90.1789250437175,pants,furniture clothing home beauty books
20,Female,41701.21488145471,High School,True,0,South Sandrashire,Scientist,32.59863747510559,ball,clothing furniture food sports books
34,Male,41043.60032190227,PhD,False,0,Lake Matthewton,Salesman,103.55780464628235,chips,food sports books
19,Female,49492.50628737649,PhD,True,2,South Gregory,Engineer,87.33877806859425,ball,home sports
64,Female,44473.184479532174,PhD,False,1,New Isaac,Retired,102.94011490995977,bat,sports electronics clothing home
30,Male,36201.17655085632,PhD,False,3,Port Anthony,Housewife,115.09213751553376,perfume,beauty furniture food books
51,Male,64630.858042987355,Bachelor,True,0,West Faithchester,Salesman,63.252719527254904,encyclopedia,books home
47,Female,38599.91802295739,High School,False,2,East Stevenborough,Scientist,107.3249933277881,cream,electronics beauty
47,Male,51513.46273932121,Master,True,1,Gallagherchester,Salesman,94.415102362571,dictionary,furniture books
43,Male,37457.26570987367,Master,False,0,North Jim,Housewife,95.23331304599081,shirt,clothing electronics beauty
53,Male,31774.68642381971,High School,True,0,Brandonberg,Salesman,96.35677989063757,mobile,food electronics sports
57,Female,48111.0958760387,Master,False,0,South Christopher,Salesman,122.02190302014816,laptop,home electronics sports beauty
54,Male,51855.85639999219,High School,True,1,Bellbury,HR,107.30680652285659,novel,sports books
64,Male,39448.29686399899,High School,True,2,New Andrewbury,Retired,140.43472436531403,perfume,beauty sports
45,Male,45081.25641499564,PhD,False,3,Williamsstad,Unemployed,110.63340523083338,chair,books furniture home sports
50,Female,55747.91481621604,Bachelor,True,2,Pricefurt,Unemployed,51.17619569403362,carpet,electronics food home
31,Male,44256.86728556887,High School,False,2,Lake Yvonneville,Doctor,121.961877229198,bed,furniture clothing home
64,Female,43664.81794208611,Master,False,1,Danielsmouth,Unemployed,83.70978592617621,pants,clothing sports
59,Male,54596.59270348579,Bachelor,False,2,Port Andrewview,Scientist,88.82097880300601,biscuits,food
62,Male,39319.64129813288,Bachelor,False,2,Port Timothy,Businessman,101.39726200773819,carpet,home clothing food
44,Female,58172.9357191385,High School,False,2,Kristyside,HR,122.06244802663491,bat,sports home
50,Female,41866.41092965801,PhD,True,3,Carrollhaven,Retired,106.44160579370511,lipstick,beauty clothing books
49,Male,41533.24646238379,PhD,False,2,East Jason,Doctor,131.56916170413706,dictionary,books furniture food beauty
54,Male,63996.64521884777,PhD,True,1,West Kelli,Scientist,93.60089616364235,laptop,electronics
63,Male,39898.9370752362,Bachelor,False,3,New Melissa,Engineer,83.17114954947284,chips,furniture food
42,Female,49544.57940942624,PhD,False,0,West Michael,Engineer,106.90665584067804,encyclopedia,clothing books
37,Female,59959.13549249886,High School,False,3,New Michael,Businessman,97.77326114639038,laptop,food electronics home books
36,Male,36126.30251546125,PhD,False,0,Collinshaven,Retired,107.84913482860887,carpet,home clothing books
20,Female,37704.61427797217,Bachelor,False,2,Port Christopher,Housewife,131.82865534327112,gloves,sports books
28,Female,54173.16921360469,High School,False,3,South Adam,Scientist,87.70039628074068,ball,beauty food home sports
39,Female,54348.243277081885,Master,False,3,Port Melissafort,Scientist,85.47040766666882,sofa,books furniture home beauty
63,Male,38621.380125068004,Master,True,3,Julietown,Scientist,129.63321955762612,chair,electronics furniture clothing home beauty
46,Female,52573.10913372076,Master,True,1,Morganhaven,Housewife,127.45646991260233,mobile,furniture electronics home
33,Female,65859.66325900675,High School,False,0,East Kaylaside,Lawyer,81.522237096929,cream,clothing sports beauty
21,Female,40198.230000030904,PhD,True,3,North Nathaniel,Unemployed,72.45940170481575,maggi,food furniture clothing beauty
58,Male,43436.24735404185,High School,False,0,Gonzalezland,Lawyer,87.25333909066023,encyclopedia,home electronics furniture clothing food books
54,Male,54820.2250095092,PhD,False,3,Carrillohaven,Unemployed,68.85861842416028,chips,sports food books
19,Male,62623.58438438694,High School,False,0,Kellyfurt,Lawyer,76.78473670246689,mobile,beauty electronics food home books
55,Female,68130.3960212328,PhD,True,1,Heathermouth,Lawyer,111.14885090205078,perfume,books beauty
25,Female,50313.042240296694,Bachelor,False,1,Joneschester,Doctor,101.26668766649894,cream,electronics food home beauty
22,Female,51130.04995476541,Master,True,2,Donnaton,Lawyer,92.28107183875593,bat,furniture sports
64,Male,46850.7423720036,High School,False,3,West Stevenland,Unemployed,117.51005117089196,cream,clothing beauty
41,Female,69356.30214837905,PhD,False,1,East Natasha,HR,89.65203261808335,biscuits,food
38,Female,39621.08454607538,Master,True,1,Loristad,Engineer,122.29787123020739,lipstick,home clothing food sports beauty books
39,Female,54077.54536695364,PhD,True,1,East Kathleen,Retired,52.12963823138079,bat,sports furniture
44,Male,41628.6901294215,High School,True,3,West Jillbury,Housewife,73.14776668109204,biscuits,beauty food
56,Female,42624.62970404473,PhD,False,3,East Stephaniestad,Salesman,142.242401702473,monitor,books electronics furniture clothing
43,Female,52119.43696314997,High School,True,3,Normanstad,Housewife,89.27063453057382,bat,electronics clothing food sports
55,Male,39993.44699372318,High School,False,0,South Jessicaland,HR,57.72314740070386,dictionary,furniture home beauty books
18,Male,55842.25797196322,Bachelor,False,1,Lake Jenniferland,Engineer,147.4752246508013,shirt,clothing
47,Female,41024.50718541036,PhD,False,1,Sandraton,Unemployed,130.4396846283013,chips,food furniture
39,Female,46118.33424159688,Master,False,2,South Megan,Artist,123.14286649027011,monitor,home electronics
39,Female,42739.57779113058,Bachelor,True,2,Port Anthonyland,HR,136.31054580339958,ball,sports electronics home
27,Female,53439.19420993182,High School,True,2,East John,Doctor,58.55858731720378,ball,beauty clothing sports books
42,Female,45059.87418984674,Master,False,1,East Dustinton,Scientist,110.75916073171959,chair,books furniture sports
19,Male,64707.86672289501,High School,False,1,North Jessicashire,Salesman,114.74054687409867,mobile,electronics
32,Male,42239.755737064435,PhD,False,1,Port Jeffrey,Unemployed,95.35556605005617,chips,furniture food
28,Male,31265.7310252519,Master,True,1,South Wanda,Retired,83.57150087046695,novel,clothing books
25,Female,70765.9706801874,Bachelor,False,1,Jacksonstad,Businessman,128.80677958268004,encyclopedia,food furniture home sports books
43,Female,54767.89534673335,PhD,True,3,Heathertown,Salesman,113.59226180495415,curtains,home furniture food
32,Male,58774.563483776874,Master,False,1,Rogermouth,Lawyer,135.58967402210425,shirt,sports furniture clothing
42,Male,45435.72324111712,PhD,False,0,Zavalaburgh,Scientist,122.07187154606811,shirt,beauty clothing sports books
40,Male,63053.33967902994,PhD,True,1,Melodyview,Engineer,145.0518215289813,monitor,books electronics furniture food
20,Female,43554.916436835265,Master,False,2,West Robert,Businessman,98.4324540274536,gloves,electronics sports
50,Female,72252.12524537688,Bachelor,True,0,Port David,Scientist,94.66339687854514,table,furniture food books
27,Male,45901.19836753368,PhD,False,0,Thorntonstad,Artist,101.08032187228154,dictionary,clothing furniture food sports books
50,Female,69977.81644336769,Bachelor,False,1,New Brookeview,Salesman,129.02103500547474,chips,food sports
56,Male,53997.86004204923,Bachelor,False,1,North Toddbury,Salesman,92.98882138621777,gloves,home electronics sports beauty books
24,Female,42600.03416066755,Bachelor,True,2,Kennethside,HR,116.89820507063615,bat,sports home
28,Male,40336.54785963935,High School,False,3,West Tinaberg,Businessman,142.69850153000291,laptop,beauty electronics clothing
50,Female,42922.02819485006,PhD,True,3,Jonathanton,Lawyer,129.1820648684499,shoes,books clothing home sports beauty
52,Male,56600.80983034058,High School,False,2,Maryshire,Scientist,98.5493588875961,sofa,electronics home
57,Male,62680.50703923192,Bachelor,True,3,North Stevenborough,Scientist,83.67345316124096,dictionary,furniture books
48,Female,37480.687573405085,PhD,False,0,Port Jenny,Lawyer,109.82605797669353,shirt,clothing furniture
45,Female,51594.280917488824,High School,True,2,Philipside,Businessman,92.29927941046601,biscuits,food electronics books
44,Female,53658.247444632754,Bachelor,True,3,Nicholsview,Businessman,57.31493389672277,bat,home sports
41,Male,59097.76813139909,Master,False,2,Port Meghanborough,Scientist,99.64101204049949,perfume,sports beauty
33,Female,34166.66221888852,PhD,True,2,Coryside,Retired,92.0898649486533,bat,beauty electronics sports books
25,Female,38369.13018796884,High School,True,3,Adammouth,Artist,86.0397948114714,cream,books food beauty
52,Female,57172.89271337055,PhD,False,1,Jessicabury,Retired,101.8661417803777,monitor,electronics sports books
26,Male,41479.11913564737,High School,True,2,East Cassandra,Businessman,80.84234583591468,table,furniture beauty
19,Male,61938.57760508882,PhD,True,2,West Autumn,Artist,102.10377551812678,pants,clothing home beauty
24,Male,31592.184551346138,Bachelor,True,0,Robertbury,Businessman,116.38646914441021,encyclopedia,food beauty books
62,Male,42148.378497832105,PhD,False,2,Lake Jennifer,Housewife,95.50180036924472,lipstick,home furniture beauty
18,Male,56673.92556127681,Bachelor,False,3,Norrisville,Engineer,100.43288274921923,ball,sports home
25,Male,47663.5007244916,PhD,True,2,New Laurenton,Doctor,107.25039021816814,perfume,beauty home
62,Male,42441.18045882294,PhD,False,2,West Nicole,HR,103.92482127694844,perfume,books electronics food home sports beauty
36,Male,43753.58029607622,PhD,False,0,Mckinneyshire,Salesman,88.58641988775318,pants,electronics clothing
18,Female,51275.88247222328,High School,False,1,Whitneyland,Businessman,108.55934128164851,bed,furniture beauty books
58,Male,36338.8919199649,High School,True,1,South Nancyberg,Scientist,103.33245745652005,cream,clothing electronics furniture beauty
60,Female,53334.381903126996,Master,False,1,North Amandaburgh,Businessman,104.50606790063979,chips,food
26,Female,59367.31594289616,PhD,True,0,Ramirezberg,Doctor,95.92974593446772,table,home furniture
30,Female,55926.3911829915,PhD,False,1,Port Joycefort,Doctor,110.1486998043278,bat,sports electronics furniture food
57,Male,49855.12653030424,Master,False,2,North Sabrina,Artist,97.23896743902911,lipstick,beauty
41,Male,50991.968733893606,PhD,True,0,Vancebury,Retired,123.47297775433327,bat,books sports
46,Female,35733.10438866458,Master,True,3,Lake Zachary,Housewife,119.11604104597411,perfume,electronics clothing home beauty
51,Male,50365.880216980695,PhD,True,2,Randymouth,Artist,106.74118274564817,carpet,furniture electronics home
43,Male,52519.81959585786,High School,False,3,Travisport,Engineer,78.04431457842797,pants,clothing electronics books
31,Male,58000.07048438994,High School,True,2,Blackburgh,HR,95.41233145862921,dictionary,food home books
25,Male,56379.812280861355,Master,False,1,Rhodesport,Lawyer,86.50007569668674,curtains,home clothing beauty
48,Male,46080.0927977034,PhD,False,0,Lawrencefurt,Salesman,133.42213319299566,bat,sports food beauty books
38,Male,52178.46936451718,PhD,False,3,Andrewshire,Scientist,78.51818858079156,cream,beauty
23,Female,59009.08068844247,High School,True,3,Port Meghan,Housewife,123.55434618075299,dictionary,books
25,Male,43995.923927026335,PhD,False,3,Lake Victoriaside,Businessman,99.97750829971386,biscuits,electronics food
41,Female,56348.811503406876,Master,False,0,Michaelmouth,HR,131.97611508038221,chair,furniture clothing sports
61,Female,66244.9208679058,High School,True,0,Lake Christina,Lawyer,137.17190107680292,biscuits,clothing food
52,Male,57080.840883000645,PhD,True,3,New Dianeside,Engineer,133.57307585286526,monitor,food electronics
23,Male,44796.02010342669,Bachelor,True,1,Davidfurt,Engineer,92.66737215644744,carpet,home electronics clothing sports
63,Male,61627.626815938456,Bachelor,False,2,Lake Gwendolynfort,Doctor,111.50912350234162,mobile,sports electronics
38,Female,61797.612508430975,Bachelor,False,3,New Meganshire,Unemployed,98.71405173362783,lipstick,beauty furniture sports
21,Male,55273.84197969758,Master,False,1,Justinview,Unemployed,86.55418597397639,laptop,books electronics clothing
29,Female,41383.08555378413,High School,True,0,North Johnville,Unemployed,78.09774106513444,mobile,electronics
38,Male,58763.49468346267,Bachelor,False,3,East Gabriellechester,Scientist,134.78481905334706,chips,furniture food
59,Female,51823.62326457196,Master,False,3,Nguyenburgh,Businessman,69.50364265097001,shoes,clothing sports books
44,Female,48130.68249242901,Master,True,3,Lewisfurt,Artist,97.77074891319673,chips,food beauty
61,Male,33893.6992122953,Bachelor,False,2,North Stacystad,Engineer,82.22294440710995,shirt,home clothing
49,Female,44052.15584742066,Bachelor,True,1,New Margaretport,Salesman,101.4260341783481,gloves,sports electronics
36,Female,55166.03131292684,PhD,False,2,West Charles,Engineer,83.44908384016813,perfume,beauty
60,Female,69742.6910559033,High School,True,2,East Victoriaborough,Businessman,78.08535052236806,dictionary,books
37,Female,49650.55737522971,Master,True,0,Ashleyton,Scientist,137.6394207640814,mobile,electronics home books
54,Male,31173.21136669649,Master,True,1,New Patrick,Scientist,103.53795792992133,curtains,furniture home books
63,Female,31042.39118697902,Bachelor,False,2,Huynhside,Salesman,89.70933109877258,pants,clothing furniture food
63,Female,54080.4709613782,PhD,True,1,Robertsfort,Engineer,98.17388890352292,ball,food sports beauty
32,Female,35060.1270779066,Master,True,0,Lake Nicholasfurt,Housewife,124.38087888274316,carpet,home
57,Male,42166.329456562395,High School,True,3,Victoriamouth,Retired,126.92723982373242,bat,sports furniture
50,Female,34823.7465037603,High School,False,0,Westville,Artist,106.00381094738314,gloves,beauty furniture sports
33,Male,56808.017607190865,High School,False,3,Wagnerburgh,Salesman,44.942750341728626,maggi,books clothing food home sports
31,Male,53716.59909110713,Bachelor,False,2,South Carla,Unemployed,128.35333741822924,bat,electronics food home sports books
64,Male,42643.214144238525,Bachelor,True,0,Janeville,Doctor,112.18219065103268,table,furniture electronics
52,Female,62821.80753785544,Master,True,1,East Courtney,Unemployed,111.25339450199343,dictionary,clothing food books
37,Female,37960.09371456844,Bachelor,False,2,East Davidhaven,Engineer,132.1012119953834,pants,food clothing
60,Male,56112.790754053814,Master,False,3,Daniellefurt,Retired,90.84645911746654,carpet,home electronics furniture
43,Female,39153.84700867308,Master,True,1,Masonview,Unemployed,90.7862297695808,encyclopedia,sports clothing home books
58,Female,44391.9469405877,High School,False,3,Lake Kennethbury,HR,118.32495928010607,lipstick,beauty clothing
20,Male,36895.18241079519,PhD,True,2,Matthewsland,Engineer,101.3798577806609,novel,books sports beauty
34,Male,49048.42291600128,Master,False,2,Avilamouth,Businessman,102.66888715822223,gloves,electronics sports
35,Female,54094.51740826892,PhD,True,2,East Justinchester,Doctor,97.58731539519943,carpet,furniture food home sports
46,Male,50470.30420624865,High School,True,2,Moyerhaven,Salesman,58.35013363638772,mobile,clothing electronics furniture home
43,Male,50321.863233011594,High School,True,3,West Chadport,Artist,100.93955564212098,ball,food furniture clothing home sports
20,Male,50579.51559314082,Bachelor,True,2,Robinburgh,Engineer,121.05916232465019,chips,home clothing food beauty
35,Male,47558.42065773348,PhD,True,0,Port Emma,Housewife,51.330339294981904,cream,sports beauty
49,Female,71809.54009964826,Bachelor,False,0,Wrightport,Housewife,102.24101589097461,perfume,beauty
58,Female,40024.53165377961,PhD,False,1,Kristenstad,Artist,122.53313643585479,biscuits,books electronics food
40,Male,43028.86055029185,PhD,True,2,Gabriellestad,Housewife,84.0056653687376,monitor,electronics
63,Male,39981.64967497994,Master,False,1,Port Robert,Artist,104.98233998741779,encyclopedia,furniture books
41,Male,39028.101922756076,Master,True,2,Austinstad,Lawyer,83.33552044538824,pants,clothing home beauty
54,Male,41437.91453755727,Master,True,1,North Anthonymouth,Artist,114.71171961676458,novel,food electronics beauty books
39,Female,47170.29784284145,Master,True,0,Zamorashire,Businessman,107.86210768031034,novel,home beauty books
60,Male,62051.13849596851,High School,True,0,East Jacob,Artist,109.33872291903195,chair,sports furniture home books
63,Female,65057.54367221714,PhD,True,2,North Abigail,HR,106.26057911082242,maggi,beauty food
36,Male,41945.75091165386,PhD,False,3,Port Steven,Retired,111.45106633335475,novel,books electronics beauty
25,Female,57072.72463105816,Bachelor,True,1,Davishaven,Unemployed,109.07775265188953,laptop,electronics
60,Male,57543.06168160975,High School,False,2,Emilyfort,Lawyer,95.89818752283104,chair,furniture
42,Male,61325.99300953428,Bachelor,True,1,Boylefurt,Scientist,81.12592005376212,novel,clothing electronics home books
52,Male,37858.32133864986,High School,True,1,Smithton,Scientist,98.09262164472858,biscuits,food home beauty books
62,Female,59502.639750883995,PhD,False,3,Samuelborough,Lawyer,133.13926898486153,carpet,home beauty
28,Female,45451.9790180491,PhD,True,2,Christianport,Engineer,101.14251244407056,bat,sports clothing food
45,Male,63570.311106509354,PhD,True,1,Richardburgh,Salesman,108.43318198217854,pants,beauty clothing food home books
57,Male,47598.306278795,Bachelor,True,0,New Paul,Scientist,75.77433380593021,shirt,books clothing
46,Male,56644.23940657715,High School,False,2,Shelleychester,Unemployed,131.824497360117,monitor,electronics
58,Male,47669.90660459781,PhD,True,2,Port Edwardborough,HR,121.5292959285435,table,furniture electronics sports
48,Male,39625.287600056385,Master,True,0,Christiebury,HR,124.22666634613472,pants,clothing electronics
35,Female,45785.428717108916,Bachelor,True,3,Josephmouth,Artist,131.3425339467579,cream,food electronics furniture home beauty books
20,Male,52420.80193647897,Bachelor,True,2,Jacksonville,Housewife,64.51007010349468,gloves,home electronics furniture clothing sports
25,Female,45377.77628275466,High School,True,3,New Thomasshire,Engineer,116.99502692789021,gloves,sports
24,Female,48669.49430363346,Bachelor,False,1,New Ronald,Housewife,79.7804324417843,maggi,beauty food
25,Female,47179.25547654286,PhD,True,3,New Caroline,Salesman,82.1067898696067,novel,books electronics home beauty
47,Male,50757.422406866004,Bachelor,False,1,Schmidthaven,HR,110.31714703901568,table,electronics furniture
19,Male,53639.5317637537,Master,False,1,Wardton,Engineer,105.48323331535416,ball,furniture sports beauty
37,Male,56829.67725427206,PhD,False,0,Underwoodtown,Scientist,85.34252915471475,encyclopedia,clothing home sports books
48,Female,52881.65020956419,Master,True,3,North Sarahbury,Businessman,112.37101376340068,laptop,food electronics clothing home sports beauty
43,Male,54902.04151431771,Master,False,1,Russellside,HR,100.65617078041458,curtains,home
50,Female,33982.13863211003,Master,False,1,Jasminefort,Unemployed,100.03365591500783,bat,sports
43,Male,36228.660799090176,High School,False,2,Audreyborough,Engineer,111.03361468788754,cream,beauty sports
57,Female,23854.38513717521,Bachelor,True,2,New Kylefurt,Retired,89.85483711179647,novel,books food beauty
40,Female,55313.40933070431,Master,False,0,Joelland,Scientist,107.53115582059642,curtains,electronics home
46,Male,42396.55075339965,PhD,False,3,Jeffreyland,Engineer,91.4735851263609,laptop,furniture electronics sports beauty
27,Female,43121.12616206536,Master,False,1,Angelaborough,Retired,74.39776994111233,pants,clothing food beauty
25,Male,54552.90411667645,Bachelor,True,1,Nicholashaven,Unemployed,77.37484258965469,encyclopedia,food home books
58,Male,54335.65941125504,PhD,True,2,Larryfort,Artist,96.7514183316859,monitor,home electronics
24,Female,64803.91077930596,High School,True,1,Lauramouth,Salesman,112.3916469859016,ball,sports
44,Female,57664.07992353078,Bachelor,False,2,East Justinmouth,Retired,122.47444541973951,novel,beauty clothing food books
64,Female,45069.39835922239,Bachelor,True,3,North Lawrencestad,HR,78.07765345395606,mobile,books electronics
24,Female,51297.08768220882,Master,True,1,Taylorfort,Salesman,106.69725069497765,monitor,electronics clothing sports
30,Female,52131.36714491339,PhD,True,1,South Cynthia,Doctor,106.64498578193067,maggi,furniture food
51,Male,46980.85343488696,High School,True,1,Port Ryanhaven,HR,106.80589915319203,shirt,clothing
29,Female,37361.71444098623,PhD,True,3,Mcclainchester,Scientist,120.21079068822448,carpet,food home
32,Female,62392.97835044229,PhD,True,1,North Melinda,Housewife,105.23227317510253,carpet,home
59,Female,52944.262890187696,High School,False,0,Brettstad,Salesman,118.32812683420237,laptop,sports electronics clothing books
54,Female,55849.005545001295,Bachelor,False,0,North Christina,Engineer,121.75618135907581,novel,beauty books
62,Female,60938.68878693918,PhD,True,2,Deleonfurt,Businessman,99.73124524663955,monitor,books electronics furniture clothing
31,Female,47854.18997174323,High School,False,0,Lake Ashley,Engineer,120.3192819118547,cream,electronics beauty
56,Female,34531.33722488702,PhD,False,3,South Shane,Lawyer,107.69360541510926,chair,furniture
23,Male,44259.56988811307,Bachelor,True,3,Bethburgh,Housewife,110.90643256571019,sofa,clothing home
63,Male,44691.10221795777,Bachelor,False,3,Perezmouth,HR,107.18881443834607,ball,food sports
35,Female,58092.15165204458,High School,True,2,Lake Susanshire,Engineer,61.867247911623934,curtains,home
21,Male,60175.73156172877,PhD,False,3,Michellebury,Scientist,126.25106039870037,chair,sports electronics furniture clothing
30,Female,49078.14717362518,PhD,True,2,New Jennifer,Lawyer,101.62152159431896,carpet,beauty home books
22,Female,68426.11775603864,Bachelor,False,3,Buchananmouth,Lawyer,132.01310004217135,dictionary,books furniture clothing food
56,Male,51206.45732055271,Bachelor,False,2,Kevinbury,Salesman,111.50309215541219,perfume,electronics furniture beauty books
63,Female,38979.28603926908,High School,False,3,Samanthaview,Lawyer,116.06769437443303,lipstick,furniture home sports beauty
21,Male,34538.808187839044,High School,False,1,Loganfort,HR,83.12744876587871,shoes,clothing home
55,Male,46948.289735612765,Bachelor,True,0,Robertstad,Doctor,79.01924224141226,cream,food electronics beauty
50,Female,53073.87686830314,Bachelor,True,3,Priceland,Housewife,79.68101572406297,carpet,home
27,Female,47421.56230052875,Bachelor,True,3,East Chad,Lawyer,105.39355919621829,table,sports furniture
22,Male,49441.02540676641,Master,False,0,South Shawnberg,Lawyer,124.51563837634953,table,beauty furniture
53,Female,27143.854626541364,High School,True,2,Robertsfort,Artist,144.55678076749234,pants,books furniture clothing
63,Male,51076.84750551997,Bachelor,False,3,Greenport,Doctor,105.74895002882637,encyclopedia,electronics clothing sports books
57,Male,58880.57112844298,Master,True,0,Robinsonborough,Lawyer,112.24461030893421,bed,furniture clothing food sports
47,Female,43525.30175481249,Master,True,1,Allenton,Retired,101.52176045314056,bed,clothing furniture home
32,Female,46107.188974421435,Bachelor,False,2,Bryantton,Lawyer,110.07765566412615,curtains,food electronics home sports
22,Male,46922.803252336336,Bachelor,True,1,Lloydstad,Lawyer,106.95289929689442,monitor,home electronics clothing beauty
28,Male,51696.36026448404,Master,False,2,Lake Peterland,Unemployed,127.72840320955746,gloves,sports
52,Male,52384.52572516087,Master,True,1,North Brian,Lawyer,103.49396717603574,gloves,beauty sports books
37,Female,41379.74786665558,PhD,True,3,Maryville,Engineer,107.94040702936563,encyclopedia,books beauty
56,Female,26289.80904222418,Bachelor,False,0,South Ericport,Doctor,113.43179845783384,perfume,electronics furniture beauty books
21,Female,68900.97185366144,Bachelor,False,3,North Charles,Scientist,92.2157723812085,bed,furniture electronics clothing sports
61,Female,61975.15175238676,Bachelor,True,0,Port Andrew,Unemployed,108.31165309797898,bed,clothing furniture food
63,Male,43061.0038326574,PhD,False,1,South Tina,Salesman,117.049253575239,carpet,food clothing home beauty
43,Female,52210.70108285669,High School,False,3,New Douglas,Unemployed,47.73253452676286,biscuits,home electronics food sports
62,Female,51038.96626677266,High School,True,0,Lake Rebeccaberg,Housewife,110.97541356400242,carpet,sports home books
54,Male,48044.682032156365,High School,True,1,West Diane,Artist,104.92145835109758,lipstick,beauty
